Draw Date,Win Num 1,Win Num 2,Win Num 3,Win Num 4,Win Num 5,,,,,,,,,,,,,Cash Ball
3/18/2020,5,14,18,23,51,,,,,,,,,,,,,3
3/19/2020,8,14,19,44,45,,,,,,,,,,,,,2
3/20/2020,13,14,16,24,30,,,,,,,,,,,,,3
3/21/2020,14,20,50,56,57,,,,,,,,,,,,,1
3/22/2020,1,34,41,43,53,,,,,,,,,,,,,4
3/23/2020,44,47,52,53,55,,,,,,,,,,,,,1
3/24/2020,6,15,18,25,49,,,,,,,,,,,,,2
3/25/2020,5,24,26,40,52,,,,,,,,,,,,,1
3/26/2020,1,41,42,47,58,,,,,,,,,,,,,3
3/27/2020,3,8,9,24,39,,,,,,,,,,,,,4
3/28/2020,21,26,35,58,59,,,,,,,,,,,,,4
3/29/2020,3,29,38,45,53,,,,,,,,,,,,,1
3/30/2020,2,7,28,30,52,,,,,,,,,,,,,4
3/31/2020,18,25,31,45,58,,,,,,,,,,,,,4
4/1/2020,5,14,18,27,46,,,,,,,,,,,,,2
4/2/2020,10,17,22,24,44,,,,,,,,,,,,,2
4/3/2020,29,32,42,51,57,,,,,,,,,,,,,3
4/4/2020,1,14,16,41,52,,,,,,,,,,,,,1
4/5/2020,24,40,49,54,57,,,,,,,,,,,,,2
4/6/2020,4,25,37,56,57,,,,,,,,,,,,,1
4/7/2020,20,37,38,49,55,,,,,,,,,,,,,4
4/8/2020,2,21,22,28,46,,,,,,,,,,,,,4
4/9/2020,5,10,11,52,59,,,,,,,,,,,,,1
4/10/2020,11,27,45,46,50,,,,,,,,,,,,,1
4/11/2020,1,19,41,42,47,,,,,,,,,,,,,1
4/12/2020,4,21,23,29,59,,,,,,,,,,,,,2
4/13/2020,8,21,54,56,59,,,,,,,,,,,,,3
4/14/2020,29,30,31,53,54,,,,,,,,,,,,,1
4/15/2020,14,26,33,42,60,,,,,,,,,,,,,4
4/16/2020,6,12,18,20,22,,,,,,,,,,,,,1
4/17/2020,7,30,39,55,56,,,,,,,,,,,,,3
4/18/2020,20,28,37,41,44,,,,,,,,,,,,,3
4/19/2020,4,8,24,50,56,,,,,,,,,,,,,4
4/20/2020,11,17,20,22,52,,,,,,,,,,,,,2
4/21/2020,8,14,43,51,59,,,,,,,,,,,,,3
4/22/2020,2,6,10,37,42,,,,,,,,,,,,,1
4/23/2020,15,22,32,35,56,,,,,,,,,,,,,1
4/24/2020,23,29,38,39,58,,,,,,,,,,,,,3
4/25/2020,27,30,35,38,43,,,,,,,,,,,,,3
4/26/2020,4,24,26,27,32,,,,,,,,,,,,,3
4/27/2020,1,42,43,57,60,,,,,,,,,,,,,1
4/28/2020,18,21,36,41,48,,,,,,,,,,,,,1
4/29/2020,3,6,13,22,57,,,,,,,,,,,,,1
4/30/2020,8,17,19,28,44,,,,,,,,,,,,,4
5/1/2020,21,34,40,49,50,,,,,,,,,,,,,3
5/2/2020,8,18,43,52,59,,,,,,,,,,,,,3
5/3/2020,19,21,22,35,48,,,,,,,,,,,,,3
5/4/2020,4,11,30,31,46,,,,,,,,,,,,,1
5/5/2020,11,32,34,52,60,,,,,,,,,,,,,2
5/6/2020,9,17,21,25,34,,,,,,,,,,,,,4
5/7/2020,28,31,40,52,54,,,,,,,,,,,,,2
5/8/2020,12,20,30,34,47,,,,,,,,,,,,,2
5/9/2020,23,38,42,54,60,,,,,,,,,,,,,4
5/10/2020,1,6,15,17,36,,,,,,,,,,,,,2
5/11/2020,29,31,39,48,57,,,,,,,,,,,,,4
5/12/2020,13,14,16,23,60,,,,,,,,,,,,,2
5/13/2020,1,18,21,43,50,,,,,,,,,,,,,4
5/14/2020,10,34,53,55,59,,,,,,,,,,,,,2
5/15/2020,2,7,23,26,51,,,,,,,,,,,,,4
5/16/2020,5,10,17,41,45,,,,,,,,,,,,,3
5/17/2020,4,7,19,26,57,,,,,,,,,,,,,3
5/18/2020,6,11,14,31,57,,,,,,,,,,,,,2
5/19/2020,7,12,24,38,60,,,,,,,,,,,,,2
5/20/2020,11,29,40,53,57,,,,,,,,,,,,,4
5/21/2020,11,19,22,24,40,,,,,,,,,,,,,1
5/22/2020,13,27,38,42,53,,,,,,,,,,,,,3
5/23/2020,4,5,14,17,24,,,,,,,,,,,,,1
5/24/2020,12,15,22,50,55,,,,,,,,,,,,,1
5/25/2020,8,14,42,46,58,,,,,,,,,,,,,2
5/26/2020,10,13,21,31,41,,,,,,,,,,,,,3
5/27/2020,3,36,44,53,56,,,,,,,,,,,,,4
5/28/2020,7,8,12,14,39,,,,,,,,,,,,,3
5/29/2020,12,21,35,43,46,,,,,,,,,,,,,2
5/30/2020,9,21,24,42,44,,,,,,,,,,,,,4
5/31/2020,2,13,29,40,44,,,,,,,,,,,,,2
6/1/2020,8,17,24,33,48,,,,,,,,,,,,,2
6/2/2020,6,11,12,29,38,,,,,,,,,,,,,3
6/3/2020,13,28,38,46,48,,,,,,,,,,,,,2
6/4/2020,1,5,21,25,60,,,,,,,,,,,,,1
6/5/2020,4,5,13,52,58,,,,,,,,,,,,,1
6/6/2020,13,24,32,40,49,,,,,,,,,,,,,2
6/7/2020,1,9,12,39,51,,,,,,,,,,,,,3
6/8/2020,6,8,22,30,39,,,,,,,,,,,,,1
6/9/2020,7,23,26,48,56,,,,,,,,,,,,,2
6/10/2020,5,22,26,41,42,,,,,,,,,,,,,3
6/11/2020,20,35,44,50,51,,,,,,,,,,,,,2
6/12/2020,1,15,20,34,56,,,,,,,,,,,,,2
6/13/2020,11,19,31,50,58,,,,,,,,,,,,,3
6/14/2020,6,10,11,19,40,,,,,,,,,,,,,4
6/15/2020,18,31,34,43,55,,,,,,,,,,,,,1
6/16/2020,6,15,29,48,56,,,,,,,,,,,,,3
6/17/2020,10,28,51,54,57,,,,,,,,,,,,,3
6/18/2020,2,29,30,37,41,,,,,,,,,,,,,1
6/19/2020,20,38,40,47,49,,,,,,,,,,,,,4
6/20/2020,5,19,22,50,54,,,,,,,,,,,,,4
6/21/2020,14,17,20,40,47,,,,,,,,,,,,,1
6/22/2020,7,14,46,48,58,,,,,,,,,,,,,1
6/23/2020,11,45,50,52,59,,,,,,,,,,,,,3
6/24/2020,25,41,57,59,60,,,,,,,,,,,,,3
6/25/2020,20,37,43,45,50,,,,,,,,,,,,,1
6/26/2020,13,14,15,35,42,,,,,,,,,,,,,3
6/27/2020,9,26,29,42,59,,,,,,,,,,,,,4
6/28/2020,15,23,44,46,54,,,,,,,,,,,,,2
6/29/2020,10,12,16,17,32,,,,,,,,,,,,,4
6/30/2020,3,15,30,32,39,,,,,,,,,,,,,2
7/1/2020,21,31,34,38,47,,,,,,,,,,,,,4
7/2/2020,11,33,42,54,57,,,,,,,,,,,,,4
7/3/2020,7,23,28,42,47,,,,,,,,,,,,,4
7/4/2020,3,9,18,19,20,,,,,,,,,,,,,3
7/5/2020,11,15,21,52,58,,,,,,,,,,,,,4
7/6/2020,19,31,33,36,37,,,,,,,,,,,,,2
7/7/2020,9,12,17,22,37,,,,,,,,,,,,,2
7/8/2020,4,13,15,19,26,,,,,,,,,,,,,4
7/9/2020,2,13,14,29,39,,,,,,,,,,,,,4
7/10/2020,13,17,27,39,50,,,,,,,,,,,,,2
7/11/2020,5,11,22,27,41,,,,,,,,,,,,,2
7/12/2020,2,11,13,43,59,,,,,,,,,,,,,2
7/13/2020,11,12,33,36,49,,,,,,,,,,,,,3
7/14/2020,11,19,31,36,37,,,,,,,,,,,,,2
7/15/2020,6,21,29,57,58,,,,,,,,,,,,,3
7/16/2020,12,21,23,25,57,,,,,,,,,,,,,1
7/17/2020,6,7,29,44,50,,,,,,,,,,,,,3
7/18/2020,6,8,48,57,60,,,,,,,,,,,,,3
7/19/2020,14,27,34,36,45,,,,,,,,,,,,,4
7/20/2020,24,33,39,40,46,,,,,,,,,,,,,1
7/21/2020,4,6,16,17,18,,,,,,,,,,,,,4
7/22/2020,7,30,47,50,58,,,,,,,,,,,,,2
7/23/2020,8,30,46,47,50,,,,,,,,,,,,,2
7/24/2020,21,24,30,31,33,,,,,,,,,,,,,3
7/25/2020,10,22,44,45,59,,,,,,,,,,,,,2
7/26/2020,4,7,34,50,54,,,,,,,,,,,,,1
7/27/2020,10,15,32,37,50,,,,,,,,,,,,,2
7/28/2020,7,14,15,19,45,,,,,,,,,,,,,1
7/29/2020,8,11,21,36,39,,,,,,,,,,,,,1
7/30/2020,8,12,18,54,58,,,,,,,,,,,,,1
7/31/2020,11,12,26,27,32,,,,,,,,,,,,,4
8/1/2020,13,23,38,48,59,,,,,,,,,,,,,2
8/2/2020,2,11,19,27,30,,,,,,,,,,,,,1
8/3/2020,10,15,28,36,48,,,,,,,,,,,,,1
8/4/2020,16,17,27,31,43,,,,,,,,,,,,,3
8/5/2020,24,27,42,44,50,,,,,,,,,,,,,3
8/6/2020,1,19,31,35,55,,,,,,,,,,,,,2
8/7/2020,4,9,45,57,60,,,,,,,,,,,,,4
8/8/2020,21,37,41,43,60,,,,,,,,,,,,,3
8/9/2020,5,13,14,26,59,,,,,,,,,,,,,4
8/10/2020,2,7,9,20,55,,,,,,,,,,,,,1
8/11/2020,27,45,46,48,60,,,,,,,,,,,,,4
8/12/2020,12,19,22,42,56,,,,,,,,,,,,,1
8/13/2020,25,31,38,48,49,,,,,,,,,,,,,4
8/14/2020,12,24,35,42,54,,,,,,,,,,,,,1
8/15/2020,4,10,20,45,54,,,,,,,,,,,,,1
8/16/2020,10,27,30,38,46,,,,,,,,,,,,,2
8/17/2020,13,23,26,32,35,,,,,,,,,,,,,2
8/18/2020,25,31,47,48,59,,,,,,,,,,,,,4
8/19/2020,16,21,32,41,56,,,,,,,,,,,,,3
8/20/2020,10,15,23,35,59,,,,,,,,,,,,,4
8/21/2020,3,30,38,40,60,,,,,,,,,,,,,4
8/22/2020,8,12,17,25,36,,,,,,,,,,,,,2
8/23/2020,6,8,27,33,39,,,,,,,,,,,,,4
8/24/2020,2,4,5,12,22,,,,,,,,,,,,,3
8/25/2020,1,12,28,47,49,,,,,,,,,,,,,1
8/26/2020,7,10,15,17,30,,,,,,,,,,,,,2
8/27/2020,6,26,30,39,41,,,,,,,,,,,,,2
8/28/2020,27,29,33,34,57,,,,,,,,,,,,,3
8/29/2020,14,32,39,41,59,,,,,,,,,,,,,4
8/30/2020,3,12,18,29,33,,,,,,,,,,,,,1
8/31/2020,12,16,20,34,40,,,,,,,,,,,,,4
9/1/2020,26,29,30,33,36,,,,,,,,,,,,,2
9/2/2020,3,6,29,42,59,,,,,,,,,,,,,2
9/3/2020,18,28,41,43,48,,,,,,,,,,,,,2
9/4/2020,9,11,15,31,44,,,,,,,,,,,,,3
9/5/2020,8,22,34,44,45,,,,,,,,,,,,,2
9/6/2020,10,17,31,35,51,,,,,,,,,,,,,4
9/7/2020,1,2,20,37,56,,,,,,,,,,,,,2
9/8/2020,2,15,18,23,53,,,,,,,,,,,,,1
9/9/2020,7,15,32,52,59,,,,,,,,,,,,,3
9/10/2020,10,18,24,27,57,,,,,,,,,,,,,4
9/11/2020,24,27,28,38,53,,,,,,,,,,,,,4
9/12/2020,11,14,20,22,32,,,,,,,,,,,,,1
9/13/2020,1,19,27,44,46,,,,,,,,,,,,,1
9/14/2020,14,35,41,43,60,,,,,,,,,,,,,1
9/15/2020,6,22,36,37,50,,,,,,,,,,,,,2
9/16/2020,6,7,30,32,39,,,,,,,,,,,,,2
9/17/2020,9,15,34,35,59,,,,,,,,,,,,,1
9/18/2020,14,33,39,46,59,,,,,,,,,,,,,1
9/19/2020,7,11,36,40,50,,,,,,,,,,,,,2
9/20/2020,9,12,29,44,57,,,,,,,,,,,,,3
9/21/2020,6,18,21,51,52,,,,,,,,,,,,,3
9/22/2020,1,8,17,20,56,,,,,,,,,,,,,1
9/23/2020,10,28,36,38,45,,,,,,,,,,,,,3
9/24/2020,18,20,43,45,60,,,,,,,,,,,,,1
9/25/2020,12,20,34,35,56,,,,,,,,,,,,,1
9/26/2020,12,15,27,45,46,,,,,,,,,,,,,3
9/27/2020,4,6,9,50,59,,,,,,,,,,,,,2
9/28/2020,4,14,16,31,47,,,,,,,,,,,,,1
9/29/2020,6,10,37,46,52,,,,,,,,,,,,,2
9/30/2020,1,16,39,41,58,,,,,,,,,,,,,2
10/1/2020,7,23,37,49,52,,,,,,,,,,,,,2
10/2/2020,2,26,29,35,53,,,,,,,,,,,,,4
10/3/2020,5,8,42,45,47,,,,,,,,,,,,,3
10/4/2020,14,33,36,50,51,,,,,,,,,,,,,2
10/5/2020,1,3,35,37,42,,,,,,,,,,,,,4
10/6/2020,2,9,34,43,52,,,,,,,,,,,,,3
10/7/2020,8,18,30,44,49,,,,,,,,,,,,,4
10/8/2020,26,31,34,40,52,,,,,,,,,,,,,3
10/9/2020,16,24,39,48,51,,,,,,,,,,,,,4
10/10/2020,5,14,20,31,42,,,,,,,,,,,,,1
10/11/2020,4,14,41,42,54,,,,,,,,,,,,,3
10/12/2020,2,14,25,32,35,,,,,,,,,,,,,4
10/13/2020,5,14,35,47,51,,,,,,,,,,,,,4
10/14/2020,31,36,45,56,60,,,,,,,,,,,,,2
10/15/2020,24,37,42,57,58,,,,,,,,,,,,,2
10/16/2020,1,2,20,36,37,,,,,,,,,,,,,2
10/17/2020,17,18,23,28,33,,,,,,,,,,,,,2
10/18/2020,10,25,33,37,53,,,,,,,,,,,,,4
10/19/2020,23,24,30,34,58,,,,,,,,,,,,,1
10/20/2020,11,25,34,42,53,,,,,,,,,,,,,4
10/21/2020,3,7,16,45,52,,,,,,,,,,,,,3
10/22/2020,14,15,26,29,52,,,,,,,,,,,,,1
10/23/2020,4,13,16,34,40,,,,,,,,,,,,,1
10/24/2020,18,25,31,33,42,,,,,,,,,,,,,1
10/25/2020,14,39,44,45,53,,,,,,,,,,,,,1
10/26/2020,1,6,19,58,59,,,,,,,,,,,,,2
10/27/2020,1,13,21,30,41,,,,,,,,,,,,,4
10/28/2020,12,15,29,45,56,,,,,,,,,,,,,1
10/29/2020,2,31,40,52,53,,,,,,,,,,,,,3
10/30/2020,13,19,35,48,52,,,,,,,,,,,,,4
10/31/2020,24,33,35,39,40,,,,,,,,,,,,,4
11/1/2020,2,12,28,50,60,,,,,,,,,,,,,2
11/2/2020,13,16,28,36,56,,,,,,,,,,,,,2
11/4/2020,11,23,34,39,54,,,,,,,,,,,,,2
11/5/2020,5,7,11,17,41,,,,,,,,,,,,,1
11/6/2020,19,20,22,31,35,,,,,,,,,,,,,1
11/7/2020,2,3,18,43,49,,,,,,,,,,,,,2
11/8/2020,19,30,38,41,55,,,,,,,,,,,,,4
11/9/2020,10,27,40,45,49,,,,,,,,,,,,,4
11/10/2020,14,19,26,36,43,,,,,,,,,,,,,3
11/11/2020,7,20,30,41,56,,,,,,,,,,,,,4
11/12/2020,20,25,38,49,51,,,,,,,,,,,,,2
11/13/2020,12,18,23,29,46,,,,,,,,,,,,,1
11/14/2020,19,20,47,56,60,,,,,,,,,,,,,3
11/15/2020,19,20,32,35,49,,,,,,,,,,,,,1
11/16/2020,12,16,42,44,59,,,,,,,,,,,,,2
11/17/2020,15,31,43,45,54,,,,,,,,,,,,,2
11/18/2020,7,24,38,48,51,,,,,,,,,,,,,3
11/19/2020,16,17,18,37,58,,,,,,,,,,,,,1
11/20/2020,11,29,32,51,60,,,,,,,,,,,,,1
11/21/2020,4,8,35,40,54,,,,,,,,,,,,,2
11/22/2020,4,25,26,35,36,,,,,,,,,,,,,2
11/23/2020,5,11,40,55,59,,,,,,,,,,,,,1
11/24/2020,14,27,46,52,57,,,,,,,,,,,,,4
11/25/2020,10,18,25,27,56,,,,,,,,,,,,,3
11/26/2020,4,9,21,27,40,,,,,,,,,,,,,4
11/27/2020,12,14,20,28,51,,,,,,,,,,,,,4
11/28/2020,11,13,23,49,58,,,,,,,,,,,,,3
11/29/2020,9,17,18,28,38,,,,,,,,,,,,,4
11/30/2020,3,25,35,46,57,,,,,,,,,,,,,3
12/1/2020,1,2,25,48,53,,,,,,,,,,,,,3
12/2/2020,16,22,33,44,51,,,,,,,,,,,,,1
12/3/2020,6,10,14,31,59,,,,,,,,,,,,,4
12/4/2020,9,21,27,48,56,,,,,,,,,,,,,2
12/5/2020,8,16,45,48,57,,,,,,,,,,,,,2
12/6/2020,4,26,30,38,59,,,,,,,,,,,,,3
12/7/2020,13,16,22,40,49,,,,,,,,,,,,,2
12/8/2020,19,21,24,28,30,,,,,,,,,,,,,4
12/9/2020,13,31,37,39,57,,,,,,,,,,,,,2
12/10/2020,11,23,27,45,49,,,,,,,,,,,,,3
12/11/2020,25,34,36,49,57,,,,,,,,,,,,,3
12/12/2020,13,34,39,45,60,,,,,,,,,,,,,2
12/13/2020,16,32,33,42,53,,,,,,,,,,,,,3
12/14/2020,6,15,21,33,42,,,,,,,,,,,,,1
12/15/2020,16,27,42,49,57,,,,,,,,,,,,,2
12/16/2020,1,4,8,10,37,,,,,,,,,,,,,2
12/17/2020,11,19,25,35,59,,,,,,,,,,,,,4
12/18/2020,2,38,44,52,57,,,,,,,,,,,,,4
12/19/2020,25,31,48,56,57,,,,,,,,,,,,,4
12/20/2020,20,21,36,47,53,,,,,,,,,,,,,1
12/21/2020,12,29,32,38,60,,,,,,,,,,,,,2
12/22/2020,1,5,15,27,46,,,,,,,,,,,,,3
12/23/2020,1,18,21,23,32,,,,,,,,,,,,,4
12/24/2020,14,22,32,34,52,,,,,,,,,,,,,3
12/25/2020,4,26,44,56,57,,,,,,,,,,,,,4
12/26/2020,3,36,42,51,58,,,,,,,,,,,,,2
12/27/2020,28,35,36,42,53,,,,,,,,,,,,,2
12/28/2020,37,44,55,59,60,,,,,,,,,,,,,3
12/29/2020,12,21,23,24,36,,,,,,,,,,,,,2
12/30/2020,2,19,28,29,30,,,,,,,,,,,,,3
12/31/2020,11,28,40,48,57,,,,,,,,,,,,,4
1/1/2021,9,17,23,37,47,,,,,,,,,,,,,4
1/2/2021,31,33,35,37,50,,,,,,,,,,,,,3
1/3/2021,10,15,21,25,30,,,,,,,,,,,,,1
1/4/2021,3,24,43,47,51,,,,,,,,,,,,,1
1/5/2021,19,29,45,51,52,,,,,,,,,,,,,1
1/6/2021,5,6,16,22,33,,,,,,,,,,,,,3
1/7/2021,32,36,47,55,57,,,,,,,,,,,,,3
1/8/2021,3,9,22,44,47,,,,,,,,,,,,,1
1/9/2021,19,27,46,49,50,,,,,,,,,,,,,2
1/10/2021,5,43,46,49,52,,,,,,,,,,,,,3
1/11/2021,18,30,41,48,54,,,,,,,,,,,,,3
1/12/2021,28,32,40,41,44,,,,,,,,,,,,,2
1/13/2021,5,12,13,14,26,,,,,,,,,,,,,3
1/14/2021,1,10,17,32,39,,,,,,,,,,,,,2
1/15/2021,10,18,37,38,51,,,,,,,,,,,,,3
1/16/2021,15,23,26,32,57,,,,,,,,,,,,,1
1/17/2021,29,35,42,48,49,,,,,,,,,,,,,1
1/18/2021,4,6,7,33,53,,,,,,,,,,,,,4
1/19/2021,12,21,26,33,38,,,,,,,,,,,,,1
1/20/2021,8,13,14,44,52,,,,,,,,,,,,,2
1/21/2021,13,16,36,38,53,,,,,,,,,,,,,1
1/22/2021,2,15,19,41,43,,,,,,,,,,,,,2
1/23/2021,15,20,29,37,55,,,,,,,,,,,,,4
1/24/2021,11,25,40,53,59,,,,,,,,,,,,,2
1/25/2021,24,32,35,43,55,,,,,,,,,,,,,1
1/26/2021,19,24,38,40,60,,,,,,,,,,,,,2
1/27/2021,2,8,13,38,48,,,,,,,,,,,,,4
1/28/2021,3,31,39,57,59,,,,,,,,,,,,,1
1/29/2021,8,9,19,22,23,,,,,,,,,,,,,4
1/30/2021,3,31,33,43,44,,,,,,,,,,,,,3
1/31/2021,5,6,14,35,51,,,,,,,,,,,,,3
2/1/2021,18,26,33,58,59,,,,,,,,,,,,,3
2/2/2021,2,6,11,13,56,,,,,,,,,,,,,2
2/3/2021,16,35,37,50,55,,,,,,,,,,,,,2
2/4/2021,25,39,42,49,55,,,,,,,,,,,,,4
2/5/2021,27,31,39,45,48,,,,,,,,,,,,,1
2/6/2021,22,40,47,52,59,,,,,,,,,,,,,1
2/7/2021,1,7,16,44,47,,,,,,,,,,,,,1
2/8/2021,19,27,33,57,59,,,,,,,,,,,,,3
2/9/2021,27,35,38,52,57,,,,,,,,,,,,,4
2/10/2021,4,17,23,27,38,,,,,,,,,,,,,4
2/11/2021,8,9,24,32,36,,,,,,,,,,,,,3
2/12/2021,30,37,40,58,60,,,,,,,,,,,,,4
2/13/2021,3,45,52,56,58,,,,,,,,,,,,,4
2/14/2021,16,22,50,52,57,,,,,,,,,,,,,2
2/15/2021,8,18,21,28,46,,,,,,,,,,,,,2
2/16/2021,11,21,32,33,54,,,,,,,,,,,,,4
2/17/2021,3,12,39,52,57,,,,,,,,,,,,,2
2/18/2021,20,27,32,41,55,,,,,,,,,,,,,4
2/19/2021,6,19,32,35,47,,,,,,,,,,,,,2
2/20/2021,6,36,49,51,54,,,,,,,,,,,,,1
2/21/2021,6,9,44,51,54,,,,,,,,,,,,,2
2/22/2021,21,22,24,28,41,,,,,,,,,,,,,3
2/23/2021,4,17,27,35,49,,,,,,,,,,,,,3
2/24/2021,1,16,43,58,60,,,,,,,,,,,,,1
2/25/2021,6,8,47,52,54,,,,,,,,,,,,,3
2/26/2021,12,16,32,36,51,,,,,,,,,,,,,3
2/27/2021,8,18,33,38,53,,,,,,,,,,,,,2
2/28/2021,2,16,23,48,60,,,,,,,,,,,,,4
3/1/2021,1,7,45,50,53,,,,,,,,,,,,,2
3/2/2021,26,44,49,51,54,,,,,,,,,,,,,3
3/3/2021,15,16,20,42,57,,,,,,,,,,,,,2
3/4/2021,27,40,42,55,57,,,,,,,,,,,,,3
3/5/2021,12,27,52,57,60,,,,,,,,,,,,,4
3/6/2021,2,7,21,32,37,,,,,,,,,,,,,4
3/7/2021,21,26,39,55,57,,,,,,,,,,,,,4
3/8/2021,10,17,26,51,52,,,,,,,,,,,,,1
3/9/2021,6,16,25,40,49,,,,,,,,,,,,,3
3/10/2021,3,5,18,28,31,,,,,,,,,,,,,1
3/11/2021,9,19,26,27,57,,,,,,,,,,,,,2
3/12/2021,6,21,26,41,48,,,,,,,,,,,,,1
3/13/2021,24,25,32,40,48,,,,,,,,,,,,,4
3/14/2021,5,9,16,53,57,,,,,,,,,,,,,2
3/15/2021,4,12,37,46,60,,,,,,,,,,,,,3
3/16/2021,21,44,45,53,58,,,,,,,,,,,,,4
3/17/2021,3,26,27,34,36,,,,,,,,,,,,,1
3/18/2021,9,21,22,37,59,,,,,,,,,,,,,1
3/19/2021,10,17,25,35,44,,,,,,,,,,,,,1
3/20/2021,28,33,38,50,59,,,,,,,,,,,,,3
3/21/2021,2,16,41,55,58,,,,,,,,,,,,,4
3/22/2021,9,26,31,47,58,,,,,,,,,,,,,4
3/23/2021,4,6,12,20,51,,,,,,,,,,,,,4
3/24/2021,13,14,15,16,41,,,,,,,,,,,,,3
3/25/2021,1,3,13,28,49,,,,,,,,,,,,,1
3/26/2021,5,12,24,42,59,,,,,,,,,,,,,1
3/27/2021,7,15,31,48,56,,,,,,,,,,,,,4
3/28/2021,2,3,7,19,49,,,,,,,,,,,,,1
3/29/2021,5,28,35,39,60,,,,,,,,,,,,,3
3/30/2021,10,13,33,36,58,,,,,,,,,,,,,1
3/31/2021,2,27,35,46,55,,,,,,,,,,,,,2
4/1/2021,19,36,41,46,55,,,,,,,,,,,,,2
4/2/2021,10,31,32,41,60,,,,,,,,,,,,,3
4/3/2021,2,5,24,44,57,,,,,,,,,,,,,2
4/4/2021,11,17,18,26,54,,,,,,,,,,,,,2
4/5/2021,19,21,26,39,52,,,,,,,,,,,,,4
4/6/2021,21,23,25,34,51,,,,,,,,,,,,,2
4/7/2021,31,33,39,48,50,,,,,,,,,,,,,2
4/8/2021,9,16,42,54,58,,,,,,,,,,,,,2
4/9/2021,4,9,35,40,57,,,,,,,,,,,,,3
4/10/2021,29,30,35,51,55,,,,,,,,,,,,,2
4/11/2021,1,8,19,39,50,,,,,,,,,,,,,3
4/12/2021,4,23,26,37,56,,,,,,,,,,,,,1
4/13/2021,9,30,35,38,59,,,,,,,,,,,,,2
4/14/2021,2,12,25,56,57,,,,,,,,,,,,,3
4/15/2021,18,24,44,46,49,,,,,,,,,,,,,3
4/16/2021,4,11,22,33,36,,,,,,,,,,,,,1
4/17/2021,15,18,46,48,50,,,,,,,,,,,,,2
4/18/2021,16,41,46,52,57,,,,,,,,,,,,,3
4/19/2021,1,6,14,18,33,,,,,,,,,,,,,2
4/20/2021,13,19,42,52,56,,,,,,,,,,,,,2
4/21/2021,12,14,22,23,32,,,,,,,,,,,,,2
4/22/2021,4,8,13,40,59,,,,,,,,,,,,,3
4/23/2021,13,19,22,35,50,,,,,,,,,,,,,4
4/24/2021,13,14,35,38,40,,,,,,,,,,,,,2
4/25/2021,6,10,21,44,50,,,,,,,,,,,,,3
4/26/2021,7,16,30,34,46,,,,,,,,,,,,,2
4/27/2021,2,11,20,27,41,,,,,,,,,,,,,4
4/28/2021,4,22,24,52,59,,,,,,,,,,,,,4
4/29/2021,4,29,40,41,47,,,,,,,,,,,,,4
