Draw Date,Win Num 1,Win Num 2,Win Num 3,Win Num 4,Win Num 5,,,,,,,,,,,,,Cash Ball
4/30/2021,9,10,32,52,60,,,,,,,,,,,,,1
5/1/2021,25,33,40,50,53,,,,,,,,,,,,,1
5/2/2021,24,30,50,52,55,,,,,,,,,,,,,3
5/3/2021,13,18,27,28,60,,,,,,,,,,,,,4
5/4/2021,24,28,40,50,54,,,,,,,,,,,,,2
5/5/2021,2,37,54,56,60,,,,,,,,,,,,,1
5/6/2021,6,9,16,20,25,,,,,,,,,,,,,3
5/7/2021,14,20,21,30,47,,,,,,,,,,,,,4
5/8/2021,1,9,20,49,56,,,,,,,,,,,,,2
5/9/2021,4,14,33,35,37,,,,,,,,,,,,,4
5/10/2021,37,42,44,45,52,,,,,,,,,,,,,3
5/11/2021,6,21,25,56,57,,,,,,,,,,,,,4
5/12/2021,32,40,41,54,56,,,,,,,,,,,,,2
5/13/2021,9,33,37,47,55,,,,,,,,,,,,,2
5/14/2021,3,5,26,35,60,,,,,,,,,,,,,3
5/15/2021,8,15,24,41,49,,,,,,,,,,,,,1
5/16/2021,2,5,8,37,41,,,,,,,,,,,,,3
5/17/2021,31,43,44,46,58,,,,,,,,,,,,,3
5/18/2021,7,18,29,39,40,,,,,,,,,,,,,1
5/19/2021,5,7,24,29,31,,,,,,,,,,,,,4
5/20/2021,1,21,23,50,55,,,,,,,,,,,,,2
5/21/2021,6,15,23,47,56,,,,,,,,,,,,,4
5/22/2021,10,18,22,38,54,,,,,,,,,,,,,1
5/23/2021,8,24,31,39,44,,,,,,,,,,,,,2
5/24/2021,8,15,19,39,55,,,,,,,,,,,,,2
5/25/2021,1,16,28,38,41,,,,,,,,,,,,,2
5/26/2021,3,6,29,58,60,,,,,,,,,,,,,4
5/27/2021,5,14,21,38,42,,,,,,,,,,,,,3
5/28/2021,10,11,26,27,57,,,,,,,,,,,,,3
5/29/2021,6,27,44,51,52,,,,,,,,,,,,,2
5/30/2021,9,12,34,40,43,,,,,,,,,,,,,1
5/31/2021,19,22,43,46,54,,,,,,,,,,,,,2
6/1/2021,21,25,31,54,57,,,,,,,,,,,,,4
6/2/2021,40,44,46,51,54,,,,,,,,,,,,,2
6/3/2021,5,7,14,29,40,,,,,,,,,,,,,3
6/4/2021,6,30,33,49,52,,,,,,,,,,,,,2
6/5/2021,1,4,26,31,36,,,,,,,,,,,,,4
6/6/2021,16,25,34,47,51,,,,,,,,,,,,,4
6/7/2021,6,14,25,28,33,,,,,,,,,,,,,4
6/8/2021,4,7,9,10,41,,,,,,,,,,,,,1
6/9/2021,19,21,29,52,56,,,,,,,,,,,,,4
6/10/2021,13,19,22,36,55,,,,,,,,,,,,,3
6/11/2021,8,24,47,48,56,,,,,,,,,,,,,4
6/12/2021,16,21,23,24,58,,,,,,,,,,,,,2
6/13/2021,2,8,24,26,43,,,,,,,,,,,,,1
6/14/2021,18,20,45,57,60,,,,,,,,,,,,,4
6/15/2021,2,5,11,35,59,,,,,,,,,,,,,1
6/16/2021,10,32,41,42,51,,,,,,,,,,,,,1
6/17/2021,3,18,23,50,53,,,,,,,,,,,,,4
6/18/2021,11,20,26,56,57,,,,,,,,,,,,,1
6/19/2021,9,12,13,39,54,,,,,,,,,,,,,1
6/20/2021,21,39,41,45,58,,,,,,,,,,,,,2
6/21/2021,26,29,41,57,60,,,,,,,,,,,,,4
6/22/2021,5,7,17,19,33,,,,,,,,,,,,,2
6/23/2021,10,25,29,31,60,,,,,,,,,,,,,4
6/24/2021,13,39,41,48,50,,,,,,,,,,,,,4
6/25/2021,9,28,44,46,53,,,,,,,,,,,,,3
6/26/2021,3,13,33,41,48,,,,,,,,,,,,,2
6/27/2021,6,35,36,38,39,,,,,,,,,,,,,4
6/28/2021,10,19,38,52,60,,,,,,,,,,,,,2
6/29/2021,1,9,15,30,41,,,,,,,,,,,,,4
6/30/2021,1,27,29,41,44,,,,,,,,,,,,,4
7/1/2021,5,32,45,46,54,,,,,,,,,,,,,3
7/2/2021,1,9,12,13,20,,,,,,,,,,,,,1
7/3/2021,5,14,28,39,40,,,,,,,,,,,,,2
7/4/2021,1,3,6,25,48,,,,,,,,,,,,,4
7/5/2021,3,10,21,28,51,,,,,,,,,,,,,4
7/6/2021,18,25,30,41,49,,,,,,,,,,,,,2
7/7/2021,5,12,19,44,46,,,,,,,,,,,,,4
7/8/2021,1,8,15,21,48,,,,,,,,,,,,,2
7/9/2021,18,29,40,42,56,,,,,,,,,,,,,2
7/10/2021,7,8,18,33,52,,,,,,,,,,,,,1
7/11/2021,12,16,40,54,60,,,,,,,,,,,,,2
7/12/2021,12,16,54,56,58,,,,,,,,,,,,,2
7/13/2021,3,23,29,33,46,,,,,,,,,,,,,4
7/14/2021,10,21,35,46,48,,,,,,,,,,,,,1
7/15/2021,11,21,39,40,60,,,,,,,,,,,,,1
7/16/2021,3,9,14,41,46,,,,,,,,,,,,,1
7/17/2021,8,9,25,35,52,,,,,,,,,,,,,1
7/18/2021,1,31,40,49,55,,,,,,,,,,,,,3
7/19/2021,8,15,16,23,41,,,,,,,,,,,,,2
7/20/2021,7,14,51,55,58,,,,,,,,,,,,,4
7/21/2021,11,28,45,47,52,,,,,,,,,,,,,3
7/22/2021,36,50,51,52,55,,,,,,,,,,,,,1
7/23/2021,3,29,37,42,46,,,,,,,,,,,,,2
7/24/2021,37,40,49,53,55,,,,,,,,,,,,,3
7/25/2021,16,34,39,42,51,,,,,,,,,,,,,1
7/26/2021,9,16,25,27,32,,,,,,,,,,,,,1
7/27/2021,12,20,22,55,59,,,,,,,,,,,,,3
7/28/2021,8,11,12,13,23,,,,,,,,,,,,,1
7/29/2021,4,18,26,34,42,,,,,,,,,,,,,2
7/30/2021,2,12,15,33,46,,,,,,,,,,,,,1
7/31/2021,10,21,44,53,58,,,,,,,,,,,,,3
8/1/2021,11,30,33,47,60,,,,,,,,,,,,,1
8/2/2021,18,46,48,50,54,,,,,,,,,,,,,4
8/3/2021,25,42,48,49,53,,,,,,,,,,,,,4
8/4/2021,2,19,37,52,56,,,,,,,,,,,,,3
8/5/2021,4,10,11,34,59,,,,,,,,,,,,,4
8/6/2021,4,9,20,33,43,,,,,,,,,,,,,2
8/7/2021,5,14,20,23,37,,,,,,,,,,,,,3
8/8/2021,6,23,31,44,48,,,,,,,,,,,,,2
8/9/2021,3,6,29,32,35,,,,,,,,,,,,,1
8/10/2021,1,4,9,21,51,,,,,,,,,,,,,3
8/11/2021,5,10,13,43,52,,,,,,,,,,,,,1
8/12/2021,9,10,15,28,46,,,,,,,,,,,,,3
8/13/2021,10,27,41,51,58,,,,,,,,,,,,,1
8/14/2021,5,29,30,35,39,,,,,,,,,,,,,3
8/15/2021,6,9,16,47,54,,,,,,,,,,,,,4
8/16/2021,12,13,32,36,53,,,,,,,,,,,,,2
8/17/2021,9,14,15,36,54,,,,,,,,,,,,,4
8/18/2021,22,39,45,51,53,,,,,,,,,,,,,3
8/19/2021,3,28,33,43,51,,,,,,,,,,,,,3
8/20/2021,29,36,46,50,60,,,,,,,,,,,,,1
8/21/2021,21,38,48,54,56,,,,,,,,,,,,,2
8/22/2021,20,27,31,37,39,,,,,,,,,,,,,3
8/23/2021,3,26,27,38,51,,,,,,,,,,,,,1
8/24/2021,6,10,14,28,58,,,,,,,,,,,,,1
8/25/2021,3,27,28,37,59,,,,,,,,,,,,,4
8/26/2021,1,4,11,46,52,,,,,,,,,,,,,2
8/27/2021,2,16,31,36,56,,,,,,,,,,,,,4
8/28/2021,1,18,28,32,36,,,,,,,,,,,,,3
8/29/2021,1,5,26,40,59,,,,,,,,,,,,,4
8/30/2021,5,9,24,54,58,,,,,,,,,,,,,3
8/31/2021,5,8,13,15,32,,,,,,,,,,,,,3
9/1/2021,32,37,40,41,43,,,,,,,,,,,,,1
9/2/2021,10,13,26,34,55,,,,,,,,,,,,,2
9/3/2021,33,36,45,51,56,,,,,,,,,,,,,3
9/4/2021,10,22,33,38,54,,,,,,,,,,,,,4
9/5/2021,6,22,33,36,56,,,,,,,,,,,,,1
9/6/2021,11,31,39,42,46,,,,,,,,,,,,,3
9/7/2021,6,12,30,34,58,,,,,,,,,,,,,2
9/8/2021,7,15,19,21,49,,,,,,,,,,,,,2
9/9/2021,3,23,30,55,58,,,,,,,,,,,,,1
9/10/2021,9,12,15,28,58,,,,,,,,,,,,,1
9/11/2021,12,18,31,39,60,,,,,,,,,,,,,1
9/12/2021,1,2,13,44,51,,,,,,,,,,,,,1
9/13/2021,4,6,40,41,60,,,,,,,,,,,,,3
9/14/2021,15,16,30,49,58,,,,,,,,,,,,,2
9/15/2021,22,23,35,43,45,,,,,,,,,,,,,2
9/16/2021,31,39,49,55,59,,,,,,,,,,,,,2
9/17/2021,1,3,8,22,37,,,,,,,,,,,,,4
9/18/2021,15,23,24,29,48,,,,,,,,,,,,,2
9/19/2021,2,24,26,35,43,,,,,,,,,,,,,4
9/20/2021,24,26,29,43,52,,,,,,,,,,,,,4
9/21/2021,4,10,22,38,46,,,,,,,,,,,,,4
9/22/2021,20,30,47,50,55,,,,,,,,,,,,,1
9/23/2021,18,27,29,55,58,,,,,,,,,,,,,2
9/24/2021,15,18,23,36,44,,,,,,,,,,,,,4
9/25/2021,5,24,37,47,52,,,,,,,,,,,,,4
9/26/2021,8,9,16,33,37,,,,,,,,,,,,,3
9/27/2021,3,10,11,21,46,,,,,,,,,,,,,4
9/28/2021,3,4,12,18,50,,,,,,,,,,,,,3
9/29/2021,17,20,22,32,56,,,,,,,,,,,,,4
9/30/2021,15,18,20,21,52,,,,,,,,,,,,,3
10/1/2021,4,20,39,40,60,,,,,,,,,,,,,1
10/2/2021,2,14,17,26,55,,,,,,,,,,,,,1
10/3/2021,18,24,50,52,59,,,,,,,,,,,,,1
10/4/2021,16,27,43,48,56,,,,,,,,,,,,,3
10/5/2021,6,14,26,35,48,,,,,,,,,,,,,3
10/6/2021,2,10,14,28,31,,,,,,,,,,,,,2
10/7/2021,6,10,21,38,48,,,,,,,,,,,,,2
10/8/2021,16,26,38,42,56,,,,,,,,,,,,,1
10/9/2021,9,12,28,48,57,,,,,,,,,,,,,4
10/10/2021,22,23,40,46,55,,,,,,,,,,,,,3
10/11/2021,1,8,17,38,47,,,,,,,,,,,,,1
10/12/2021,9,20,22,53,57,,,,,,,,,,,,,1
10/13/2021,8,10,14,15,35,,,,,,,,,,,,,3
10/14/2021,7,8,34,55,56,,,,,,,,,,,,,3
10/15/2021,4,11,21,34,38,,,,,,,,,,,,,4
10/16/2021,4,25,26,44,58,,,,,,,,,,,,,2
10/17/2021,14,19,25,27,39,,,,,,,,,,,,,4
10/18/2021,7,13,34,38,59,,,,,,,,,,,,,2
10/19/2021,9,32,34,35,52,,,,,,,,,,,,,4
10/20/2021,3,5,28,33,42,,,,,,,,,,,,,2
10/21/2021,7,20,35,52,60,,,,,,,,,,,,,2
10/22/2021,16,46,51,52,54,,,,,,,,,,,,,3
10/23/2021,8,24,32,34,46,,,,,,,,,,,,,4
10/24/2021,9,13,30,36,40,,,,,,,,,,,,,3
10/25/2021,18,35,46,47,51,,,,,,,,,,,,,4
10/26/2021,3,5,23,37,46,,,,,,,,,,,,,4
10/27/2021,19,26,54,55,60,,,,,,,,,,,,,1
10/28/2021,6,8,9,10,42,,,,,,,,,,,,,1
10/29/2021,29,34,39,47,54,,,,,,,,,,,,,3
10/30/2021,20,33,37,45,48,,,,,,,,,,,,,4
10/31/2021,31,35,48,57,58,,,,,,,,,,,,,2
11/1/2021,16,19,29,42,50,,,,,,,,,,,,,3
11/2/2021,15,28,33,39,50,,,,,,,,,,,,,1
11/3/2021,10,36,45,46,60,,,,,,,,,,,,,3
11/4/2021,7,37,47,53,55,,,,,,,,,,,,,2
11/5/2021,8,30,31,43,51,,,,,,,,,,,,,1
11/6/2021,34,39,44,50,53,,,,,,,,,,,,,4
11/7/2021,9,11,27,45,58,,,,,,,,,,,,,1
11/8/2021,16,21,43,56,58,,,,,,,,,,,,,1
11/9/2021,15,41,56,57,59,,,,,,,,,,,,,4
11/10/2021,20,31,39,42,46,,,,,,,,,,,,,3
11/11/2021,5,21,31,45,47,,,,,,,,,,,,,1
11/12/2021,5,8,32,34,57,,,,,,,,,,,,,4
11/13/2021,7,17,31,47,51,,,,,,,,,,,,,3
11/14/2021,6,27,37,50,57,,,,,,,,,,,,,3
11/15/2021,33,47,49,50,57,,,,,,,,,,,,,3
11/16/2021,9,10,35,44,58,,,,,,,,,,,,,2
11/17/2021,10,18,50,53,58,,,,,,,,,,,,,3
11/18/2021,18,24,31,47,60,,,,,,,,,,,,,2
11/19/2021,8,27,30,37,39,,,,,,,,,,,,,1
11/20/2021,9,16,23,31,58,,,,,,,,,,,,,3
11/21/2021,4,5,6,11,48,,,,,,,,,,,,,3
11/22/2021,2,3,22,45,46,,,,,,,,,,,,,1
11/23/2021,25,27,30,41,56,,,,,,,,,,,,,3
11/24/2021,3,5,11,16,55,,,,,,,,,,,,,2
11/25/2021,24,39,40,43,46,,,,,,,,,,,,,2
11/26/2021,20,23,27,38,40,,,,,,,,,,,,,1
11/27/2021,4,5,8,55,56,,,,,,,,,,,,,2
11/28/2021,2,9,18,35,41,,,,,,,,,,,,,2
11/29/2021,9,35,48,53,58,,,,,,,,,,,,,4
11/30/2021,11,13,44,47,51,,,,,,,,,,,,,3
12/1/2021,6,23,36,42,50,,,,,,,,,,,,,1
12/2/2021,40,45,47,55,58,,,,,,,,,,,,,2
12/3/2021,13,26,39,44,47,,,,,,,,,,,,,2
12/4/2021,8,11,25,45,48,,,,,,,,,,,,,1
12/5/2021,14,20,31,32,34,,,,,,,,,,,,,1
12/6/2021,19,25,42,52,55,,,,,,,,,,,,,1
12/7/2021,13,31,36,45,59,,,,,,,,,,,,,4
12/8/2021,16,25,45,48,55,,,,,,,,,,,,,2
12/9/2021,17,25,34,38,49,,,,,,,,,,,,,3
12/10/2021,17,33,40,53,60,,,,,,,,,,,,,1
12/11/2021,3,11,17,44,53,,,,,,,,,,,,,2
12/12/2021,1,5,13,37,38,,,,,,,,,,,,,2
12/13/2021,7,36,39,47,51,,,,,,,,,,,,,4
12/14/2021,15,19,23,38,39,,,,,,,,,,,,,3
12/15/2021,14,22,27,35,57,,,,,,,,,,,,,1
12/16/2021,12,16,34,45,57,,,,,,,,,,,,,1
12/17/2021,5,22,24,45,57,,,,,,,,,,,,,1
12/18/2021,2,27,37,46,57,,,,,,,,,,,,,3
12/19/2021,7,32,34,42,51,,,,,,,,,,,,,1
12/20/2021,1,23,28,39,40,,,,,,,,,,,,,1
12/21/2021,3,17,30,40,45,,,,,,,,,,,,,4
12/22/2021,2,14,16,21,59,,,,,,,,,,,,,3
12/23/2021,14,19,30,31,43,,,,,,,,,,,,,2
12/24/2021,12,15,32,58,60,,,,,,,,,,,,,1
12/25/2021,8,9,16,33,38,,,,,,,,,,,,,3
12/26/2021,18,23,27,37,52,,,,,,,,,,,,,3
12/27/2021,5,29,36,38,59,,,,,,,,,,,,,3
12/28/2021,13,24,35,49,50,,,,,,,,,,,,,1
12/29/2021,17,19,35,57,58,,,,,,,,,,,,,3
12/30/2021,6,25,43,55,56,,,,,,,,,,,,,2
12/31/2021,8,13,34,46,60,,,,,,,,,,,,,4
1/1/2022,5,11,19,23,33,,,,,,,,,,,,,2
1/2/2022,8,14,19,27,28,,,,,,,,,,,,,4
1/3/2022,2,39,42,47,50,,,,,,,,,,,,,2
1/4/2022,5,13,19,20,29,,,,,,,,,,,,,3
1/5/2022,4,33,39,51,58,,,,,,,,,,,,,1
1/6/2022,1,13,15,28,52,,,,,,,,,,,,,3
1/7/2022,22,23,45,54,55,,,,,,,,,,,,,3
1/8/2022,20,33,34,40,59,,,,,,,,,,,,,4
1/9/2022,20,32,33,42,52,,,,,,,,,,,,,3
1/10/2022,1,3,29,34,39,,,,,,,,,,,,,4
1/11/2022,4,26,46,53,58,,,,,,,,,,,,,4
1/12/2022,1,6,24,36,58,,,,,,,,,,,,,1
1/13/2022,22,34,38,42,50,,,,,,,,,,,,,2
1/14/2022,15,19,29,37,58,,,,,,,,,,,,,2
1/15/2022,6,10,30,35,60,,,,,,,,,,,,,3
1/16/2022,19,36,42,54,59,,,,,,,,,,,,,2
1/17/2022,1,19,36,43,53,,,,,,,,,,,,,1
1/18/2022,30,33,52,53,60,,,,,,,,,,,,,3
1/19/2022,5,11,31,42,49,,,,,,,,,,,,,1
1/20/2022,5,26,38,46,58,,,,,,,,,,,,,2
1/21/2022,5,21,24,36,46,,,,,,,,,,,,,1
1/22/2022,6,22,29,51,52,,,,,,,,,,,,,4
1/23/2022,2,22,26,34,48,,,,,,,,,,,,,3
1/24/2022,12,14,24,42,53,,,,,,,,,,,,,3
1/25/2022,14,15,19,30,38,,,,,,,,,,,,,4
1/26/2022,14,16,17,40,47,,,,,,,,,,,,,3
1/27/2022,19,39,43,49,51,,,,,,,,,,,,,1
1/28/2022,17,27,31,43,51,,,,,,,,,,,,,1
1/29/2022,2,4,5,16,22,,,,,,,,,,,,,2
1/30/2022,13,33,46,47,49,,,,,,,,,,,,,3
1/31/2022,1,11,24,37,54,,,,,,,,,,,,,4
2/1/2022,20,24,30,41,53,,,,,,,,,,,,,3
2/2/2022,17,21,22,28,44,,,,,,,,,,,,,4
2/3/2022,11,25,28,34,37,,,,,,,,,,,,,4
2/4/2022,20,22,24,37,39,,,,,,,,,,,,,1
2/5/2022,1,2,13,26,43,,,,,,,,,,,,,1
2/6/2022,2,3,14,20,26,,,,,,,,,,,,,3
2/7/2022,18,20,22,43,59,,,,,,,,,,,,,1
2/8/2022,5,10,35,42,56,,,,,,,,,,,,,3
2/9/2022,9,12,24,32,40,,,,,,,,,,,,,1
2/10/2022,3,28,36,46,53,,,,,,,,,,,,,2
2/11/2022,19,20,25,55,57,,,,,,,,,,,,,2
2/12/2022,20,21,25,30,41,,,,,,,,,,,,,1
2/13/2022,6,16,31,46,50,,,,,,,,,,,,,1
2/14/2022,18,22,29,37,40,,,,,,,,,,,,,4
2/15/2022,14,27,36,41,53,,,,,,,,,,,,,1
2/16/2022,2,7,14,21,25,,,,,,,,,,,,,2
2/17/2022,9,11,14,21,35,,,,,,,,,,,,,2
2/18/2022,13,34,43,48,52,,,,,,,,,,,,,1
2/19/2022,2,21,31,45,59,,,,,,,,,,,,,2
2/20/2022,13,15,24,25,54,,,,,,,,,,,,,3
2/21/2022,4,40,42,54,58,,,,,,,,,,,,,4
2/22/2022,4,14,16,17,52,,,,,,,,,,,,,3
2/23/2022,27,36,40,46,53,,,,,,,,,,,,,2
2/24/2022,16,21,27,56,58,,,,,,,,,,,,,2
2/25/2022,6,40,48,50,52,,,,,,,,,,,,,4
2/26/2022,4,42,44,51,54,,,,,,,,,,,,,4
2/27/2022,32,36,41,58,60,,,,,,,,,,,,,2
2/28/2022,17,21,27,30,54,,,,,,,,,,,,,1
3/1/2022,29,31,39,48,59,,,,,,,,,,,,,3
3/2/2022,7,30,45,47,54,,,,,,,,,,,,,4
3/3/2022,10,28,31,32,58,,,,,,,,,,,,,1
3/4/2022,7,10,11,15,50,,,,,,,,,,,,,2
3/5/2022,17,37,40,42,45,,,,,,,,,,,,,3
3/6/2022,8,13,39,55,59,,,,,,,,,,,,,1
3/7/2022,12,13,15,26,55,,,,,,,,,,,,,2
3/8/2022,11,15,44,50,51,,,,,,,,,,,,,1
3/9/2022,12,21,23,37,56,,,,,,,,,,,,,2
3/10/2022,9,13,43,53,55,,,,,,,,,,,,,1
3/11/2022,6,21,31,36,59,,,,,,,,,,,,,1
3/12/2022,4,34,38,39,44,,,,,,,,,,,,,2
3/13/2022,7,15,16,18,60,,,,,,,,,,,,,4
3/14/2022,9,19,27,45,55,,,,,,,,,,,,,3
3/15/2022,7,14,25,47,49,,,,,,,,,,,,,4
3/16/2022,10,11,13,26,29,,,,,,,,,,,,,3
3/17/2022,5,9,14,34,58,,,,,,,,,,,,,1
3/18/2022,7,10,13,41,60,,,,,,,,,,,,,1
3/19/2022,4,24,29,32,50,,,,,,,,,,,,,1
3/20/2022,5,6,12,26,40,,,,,,,,,,,,,1
3/21/2022,26,45,49,51,52,,,,,,,,,,,,,1
3/22/2022,5,19,49,54,60,,,,,,,,,,,,,4
3/23/2022,12,21,25,46,50,,,,,,,,,,,,,4
3/24/2022,35,46,47,49,56,,,,,,,,,,,,,3
3/25/2022,2,5,8,21,55,,,,,,,,,,,,,3
3/26/2022,3,15,38,42,48,,,,,,,,,,,,,3
3/27/2022,12,18,26,42,58,,,,,,,,,,,,,4
3/28/2022,8,17,24,44,48,,,,,,,,,,,,,1
3/29/2022,10,40,44,46,60,,,,,,,,,,,,,1
3/30/2022,5,23,42,56,57,,,,,,,,,,,,,3
3/31/2022,1,2,27,29,30,,,,,,,,,,,,,1
4/1/2022,3,28,55,56,58,,,,,,,,,,,,,2
4/2/2022,3,14,16,33,52,,,,,,,,,,,,,1
4/3/2022,3,7,14,26,39,,,,,,,,,,,,,1
4/4/2022,16,21,43,49,53,,,,,,,,,,,,,4
4/5/2022,13,24,31,42,53,,,,,,,,,,,,,3
4/6/2022,18,20,43,53,60,,,,,,,,,,,,,3
4/7/2022,8,21,30,35,55,,,,,,,,,,,,,2
4/8/2022,21,25,45,46,54,,,,,,,,,,,,,2
4/9/2022,4,24,36,47,49,,,,,,,,,,,,,2
4/10/2022,4,22,25,28,38,,,,,,,,,,,,,2
4/11/2022,14,37,38,54,59,,,,,,,,,,,,,2
4/12/2022,18,31,38,52,53,,,,,,,,,,,,,2
4/13/2022,2,4,34,38,60,,,,,,,,,,,,,4
4/14/2022,15,16,26,27,46,,,,,,,,,,,,,3
4/15/2022,28,34,44,53,56,,,,,,,,,,,,,2
4/16/2022,3,13,28,42,59,,,,,,,,,,,,,1
4/17/2022,14,27,40,57,59,,,,,,,,,,,,,2
4/18/2022,5,33,37,41,50,,,,,,,,,,,,,3
4/19/2022,2,8,16,37,45,,,,,,,,,,,,,1
4/20/2022,28,33,48,53,55,,,,,,,,,,,,,3
4/21/2022,10,11,22,25,29,,,,,,,,,,,,,1
4/22/2022,14,23,24,26,39,,,,,,,,,,,,,4
4/23/2022,8,16,31,43,55,,,,,,,,,,,,,1
4/24/2022,7,14,33,46,48,,,,,,,,,,,,,4
4/25/2022,1,8,9,12,14,,,,,,,,,,,,,4
4/26/2022,12,31,35,53,57,,,,,,,,,,,,,2
4/27/2022,20,26,30,44,50,,,,,,,,,,,,,2
4/28/2022,15,23,46,55,57,,,,,,,,,,,,,4
4/29/2022,6,9,41,45,47,,,,,,,,,,,,,3
4/30/2022,2,3,13,54,57,,,,,,,,,,,,,4
5/1/2022,4,6,52,55,59,,,,,,,,,,,,,1
5/2/2022,17,28,31,41,43,,,,,,,,,,,,,3
5/3/2022,8,22,23,35,51,,,,,,,,,,,,,4
5/4/2022,8,21,22,34,53,,,,,,,,,,,,,2
5/5/2022,15,23,29,39,54,,,,,,,,,,,,,4
5/6/2022,3,4,14,53,60,,,,,,,,,,,,,2
5/7/2022,30,37,40,54,59,,,,,,,,,,,,,3
5/8/2022,1,12,34,45,48,,,,,,,,,,,,,2
5/9/2022,2,13,29,45,50,,,,,,,,,,,,,1
5/10/2022,1,8,34,36,48,,,,,,,,,,,,,1
5/11/2022,8,19,44,47,50,,,,,,,,,,,,,2
5/12/2022,17,40,41,53,60,,,,,,,,,,,,,2
5/13/2022,30,38,47,57,59,,,,,,,,,,,,,4
5/14/2022,4,6,10,20,26,,,,,,,,,,,,,3
5/15/2022,12,18,22,32,47,,,,,,,,,,,,,2
5/16/2022,5,26,48,50,54,,,,,,,,,,,,,2
5/17/2022,23,24,30,41,49,,,,,,,,,,,,,3
5/18/2022,19,41,49,58,60,,,,,,,,,,,,,3
5/19/2022,41,47,51,58,60,,,,,,,,,,,,,1
5/20/2022,2,38,43,47,55,,,,,,,,,,,,,3
5/21/2022,2,8,10,12,42,,,,,,,,,,,,,1
5/22/2022,8,21,25,34,59,,,,,,,,,,,,,4
5/23/2022,7,10,33,41,59,,,,,,,,,,,,,3
5/24/2022,7,22,26,30,40,,,,,,,,,,,,,1
5/25/2022,8,11,39,46,47,,,,,,,,,,,,,1
5/26/2022,3,9,33,57,58,,,,,,,,,,,,,4
5/27/2022,9,12,27,49,50,,,,,,,,,,,,,1
5/28/2022,9,11,23,32,39,,,,,,,,,,,,,3
5/29/2022,2,6,14,34,36,,,,,,,,,,,,,3
5/30/2022,24,33,47,49,52,,,,,,,,,,,,,1
5/31/2022,25,34,35,56,58,,,,,,,,,,,,,1
6/1/2022,1,27,33,37,42,,,,,,,,,,,,,3
6/2/2022,12,40,54,55,60,,,,,,,,,,,,,4
6/3/2022,9,22,23,51,55,,,,,,,,,,,,,1
6/4/2022,8,24,27,49,59,,,,,,,,,,,,,2
6/5/2022,39,43,46,47,52,,,,,,,,,,,,,3
6/6/2022,13,20,48,49,51,,,,,,,,,,,,,4
6/7/2022,9,33,49,50,59,,,,,,,,,,,,,1
6/8/2022,12,13,16,20,42,,,,,,,,,,,,,2
6/9/2022,1,7,24,53,56,,,,,,,,,,,,,2
6/10/2022,7,8,22,33,38,,,,,,,,,,,,,2
6/11/2022,7,17,23,50,59,,,,,,,,,,,,,1
6/12/2022,4,18,25,46,59,,,,,,,,,,,,,2
