Draw Date,Win Num 1,Win Num 2,Win Num 3,Win Num 4,Win Num 5,,,Number,Count,Chi Sq Vals,Sum,df,p Val,,,,,,Mega Ball,Multiplier
5/25/2021,14,21,31,34,54,,,,,,,,,,,,,,11,3
5/21/2021,6,9,17,18,48,,,,,,,,,,,,,,8,3
5/18/2021,3,5,56,61,66,,,,,,,,,,,,,,4,2
5/14/2021,3,18,41,44,68,,,,,,,,,,,,,,3,2
5/11/2021,7,8,20,36,39,,,,,,,,,,,,,,22,3
5/7/2021,5,10,19,21,50,,,,,,,,,,,,,,10,4
5/4/2021,4,27,32,57,63,,,,,,,,,,,,,,22,3
4/30/2021,8,19,26,48,49,,,,,,,,,,,,,,5,3
4/27/2021,15,22,30,41,42,,,,,,,,,,,,,,25,4
4/23/2021,4,28,29,30,60,,,,,,,,,,,,,,25,3
4/20/2021,6,23,43,49,52,,,,,,,,,,,,,,5,3
4/16/2021,17,27,28,50,55,,,,,,,,,,,,,,25,4
4/13/2021,10,15,19,45,68,,,,,,,,,,,,,,9,4
4/9/2021,22,26,27,58,66,,,,,,,,,,,,,,12,2
4/6/2021,1,19,20,32,42,,,,,,,,,,,,,,17,3
4/2/2021,10,42,48,53,62,,,,,,,,,,,,,,19,2
3/30/2021,11,37,47,53,56,,,,,,,,,,,,,,15,3
3/26/2021,4,25,37,46,67,,,,,,,,,,,,,,15,3
3/23/2021,12,23,35,38,55,,,,,,,,,,,,,,11,2
3/19/2021,9,14,40,58,69,,,,,,,,,,,,,,8,3
3/16/2021,10,41,46,52,69,,,,,,,,,,,,,,8,2
3/12/2021,2,24,25,31,65,,,,,,,,,,,,,,18,4
3/9/2021,4,33,46,58,65,,,,,,,,,,,,,,13,2
3/5/2021,10,11,17,27,54,,,,,,,,,,,,,,20,2
3/2/2021,4,8,13,34,64,,,,,,,,,,,,,,18,2
2/26/2021,11,15,37,62,64,,,,,,,,,,,,,,5,2
2/23/2021,5,7,9,20,57,,,,,,,,,,,,,,15,3
2/19/2021,27,32,47,50,53,,,,,,,,,,,,,,4,4
2/16/2021,1,36,44,54,66,,,,,,,,,,,,,,10,3
2/12/2021,5,14,24,25,27,,,,,,,,,,,,,,14,3
2/9/2021,7,18,21,31,40,,,,,,,,,,,,,,9,4
2/5/2021,14,17,28,29,44,,,,,,,,,,,,,,2,4
2/2/2021,13,37,38,40,67,,,,,,,,,,,,,,10,2
1/29/2021,4,44,58,59,70,,,,,,,,,,,,,,3,3
1/26/2021,29,49,56,66,67,,,,,,,,,,,,,,24,3
1/22/2021,4,26,42,50,60,,,,,,,,,,,,,,24,2
1/19/2021,10,19,26,28,50,,,,,,,,,,,,,,16,2
1/15/2021,3,11,12,38,43,,,,,,,,,,,,,,15,4
1/12/2021,12,14,26,28,33,,,,,,,,,,,,,,9,2
1/8/2021,3,6,16,18,58,,,,,,,,,,,,,,11,2
1/5/2021,20,43,51,55,57,,,,,,,,,,,,,,4,2
1/1/2021,8,24,53,68,69,,,,,,,,,,,,,,7,5
12/29/2020,1,31,35,48,62,,,,,,,,,,,,,,19,3
12/25/2020,17,23,36,69,70,,,,,,,,,,,,,,19,2
12/22/2020,29,53,56,59,67,,,,,,,,,,,,,,21,2
12/18/2020,7,15,25,51,60,,,,,,,,,,,,,,5,3
12/15/2020,1,10,18,20,46,,,,,,,,,,,,,,15,2
12/11/2020,19,31,37,55,67,,,,,,,,,,,,,,25,4
12/8/2020,15,19,33,39,68,,,,,,,,,,,,,,25,3
12/4/2020,3,19,24,44,50,,,,,,,,,,,,,,8,3
12/1/2020,7,33,53,61,65,,,,,,,,,,,,,,14,2
11/27/2020,4,10,27,35,58,,,,,,,,,,,,,,10,2
11/24/2020,9,15,34,61,64,,,,,,,,,,,,,,6,2
11/20/2020,26,33,45,61,68,,,,,,,,,,,,,,17,3
11/17/2020,8,13,35,46,68,,,,,,,,,,,,,,16,3
11/13/2020,6,7,14,28,59,,,,,,,,,,,,,,7,2
11/10/2020,23,45,53,58,62,,,,,,,,,,,,,,13,5
11/6/2020,18,24,27,34,60,,,,,,,,,,,,,,2,2
11/3/2020,7,31,44,45,55,,,,,,,,,,,,,,19,3
10/30/2020,14,19,34,39,59,,,,,,,,,,,,,,11,2
10/27/2020,6,13,34,46,62,,,,,,,,,,,,,,1,3
10/23/2020,18,34,44,60,69,,,,,,,,,,,,,,22,2
10/20/2020,46,54,57,58,66,,,,,,,,,,,,,,10,3
10/16/2020,27,32,50,52,57,,,,,,,,,,,,,,12,5
10/13/2020,11,44,45,46,70,,,,,,,,,,,,,,25,2
10/9/2020,5,11,25,27,64,,,,,,,,,,,,,,13,2
10/6/2020,15,16,18,39,59,,,,,,,,,,,,,,17,3
10/2/2020,9,38,47,49,68,,,,,,,,,,,,,,25,2
9/29/2020,14,39,43,44,67,,,,,,,,,,,,,,19,3
9/25/2020,20,36,37,48,67,,,,,,,,,,,,,,16,2
9/22/2020,36,43,44,55,68,,,,,,,,,,,,,,12,4
9/18/2020,26,29,41,52,64,,,,,,,,,,,,,,11,3
9/15/2020,25,28,38,59,62,,,,,,,,,,,,,,22,4
9/11/2020,3,15,42,48,56,,,,,,,,,,,,,,13,2
9/8/2020,7,10,15,31,57,,,,,,,,,,,,,,21,2
9/4/2020,19,22,24,28,53,,,,,,,,,,,,,,25,3
9/1/2020,15,25,26,38,47,,,,,,,,,,,,,,22,4
8/28/2020,3,9,50,53,64,,,,,,,,,,,,,,1,3
8/25/2020,8,10,15,17,57,,,,,,,,,,,,,,12,3
8/21/2020,11,15,31,42,63,,,,,,,,,,,,,,14,2
8/18/2020,4,18,26,27,58,,,,,,,,,,,,,,23,4
8/14/2020,3,24,29,42,47,,,,,,,,,,,,,,13,2
8/11/2020,8,22,29,43,56,,,,,,,,,,,,,,9,4
8/7/2020,4,44,53,64,70,,,,,,,,,,,,,,3,2
8/4/2020,2,22,30,42,62,,,,,,,,,,,,,,20,3
7/31/2020,12,35,46,48,69,,,,,,,,,,,,,,23,2
7/28/2020,17,20,27,31,34,,,,,,,,,,,,,,19,4
7/24/2020,8,33,39,54,58,,,,,,,,,,,,,,17,3
7/21/2020,14,25,26,41,43,,,,,,,,,,,,,,15,3
7/17/2020,12,13,21,46,57,,,,,,,,,,,,,,21,3
7/14/2020,6,26,55,56,64,,,,,,,,,,,,,,22,4
7/10/2020,10,15,20,49,53,,,,,,,,,,,,,,22,5
7/7/2020,16,20,25,30,43,,,,,,,,,,,,,,18,3
7/3/2020,20,40,44,45,50,,,,,,,,,,,,,,24,2
6/30/2020,9,16,29,37,53,,,,,,,,,,,,,,11,2
6/26/2020,19,33,37,56,57,,,,,,,,,,,,,,6,2
6/23/2020,6,20,37,40,48,,,,,,,,,,,,,,15,3
6/19/2020,11,34,36,52,66,,,,,,,,,,,,,,7,2
6/16/2020,21,23,33,35,42,,,,,,,,,,,,,,6,3
6/12/2020,9,14,57,67,70,,,,,,,,,,,,,,2,3
6/9/2020,1,5,9,10,23,,,,,,,,,,,,,,22,2
6/5/2020,32,35,37,47,55,,,,,,,,,,,,,,22,3
6/2/2020,9,20,23,26,29,,,,,,,,,,,,,,8,3
5/29/2020,10,13,32,41,51,,,,,,,,,,,,,,3,2
5/26/2020,34,52,58,59,62,,,,,,,,,,,,,,4,3
5/22/2020,8,10,20,44,46,,,,,,,,,,,,,,18,4
5/19/2020,8,19,25,36,66,,,,,,,,,,,,,,9,2
5/15/2020,11,17,32,33,46,,,,,,,,,,,,,,25,3
5/12/2020,7,16,27,44,52,,,,,,,,,,,,,,5,5
5/8/2020,5,20,22,61,70,,,,,,,,,,,,,,4,2
5/5/2020,7,13,17,21,45,,,,,,,,,,,,,,14,2
5/1/2020,28,30,31,35,66,,,,,,,,,,,,,,14,2
4/28/2020,13,19,53,54,63,,,,,,,,,,,,,,17,3
4/24/2020,1,27,32,60,67,,,,,,,,,,,,,,18,2
4/21/2020,13,15,24,67,70,,,,,,,,,,,,,,17,2
4/17/2020,13,35,39,46,55,,,,,,,,,,,,,,14,4
4/14/2020,29,47,65,69,70,,,,,,,,,,,,,,7,4
4/10/2020,2,11,21,57,60,,,,,,,,,,,,,,13,2
4/7/2020,25,33,43,51,68,,,,,,,,,,,,,,20,2
4/3/2020,24,38,44,57,58,,,,,,,,,,,,,,17,4
3/31/2020,8,17,51,57,70,,,,,,,,,,,,,,2,4
3/27/2020,3,25,28,50,60,,,,,,,,,,,,,,1,4
3/24/2020,2,8,16,18,31,,,,,,,,,,,,,,14,2
3/20/2020,34,35,41,45,54,,,,,,,,,,,,,,5,4
3/17/2020,20,27,28,58,59,,,,,,,,,,,,,,25,3
3/13/2020,7,22,37,43,44,,,,,,,,,,,,,,22,4
3/10/2020,6,17,48,54,69,,,,,,,,,,,,,,12,5
3/6/2020,15,48,56,58,70,,,,,,,,,,,,,,4,4
3/3/2020,8,12,33,56,64,,,,,,,,,,,,,,2,2
2/28/2020,2,3,14,41,64,,,,,,,,,,,,,,17,2
2/25/2020,2,9,43,49,63,,,,,,,,,,,,,,15,2
2/21/2020,4,7,13,16,60,,,,,,,,,,,,,,6,4
2/18/2020,6,12,39,61,70,,,,,,,,,,,,,,4,3
2/14/2020,10,32,48,54,55,,,,,,,,,,,,,,18,5
2/11/2020,4,6,32,52,64,,,,,,,,,,,,,,6,2
2/7/2020,9,14,27,36,52,,,,,,,,,,,,,,4,3
2/4/2020,32,48,50,51,64,,,,,,,,,,,,,,10,2
1/31/2020,28,31,33,57,62,,,,,,,,,,,,,,19,2
1/28/2020,17,36,47,51,62,,,,,,,,,,,,,,21,3
1/24/2020,3,4,18,23,38,,,,,,,,,,,,,,24,4
1/21/2020,16,18,29,31,37,,,,,,,,,,,,,,8,3
1/17/2020,3,25,30,54,70,,,,,,,,,,,,,,9,3
1/14/2020,9,11,13,31,47,,,,,,,,,,,,,,11,2
1/10/2020,17,27,49,51,66,,,,,,,,,,,,,,2,2
1/7/2020,25,40,41,52,56,,,,,,,,,,,,,,21,4
1/3/2020,37,41,42,53,63,,,,,,,,,,,,,,16,2
12/31/2019,30,44,49,53,56,,,,,,,,,,,,,,11,3
12/27/2019,17,34,40,63,64,,,,,,,,,,,,,,24,4
12/24/2019,27,37,48,63,66,,,,,,,,,,,,,,11,2
12/20/2019,3,20,23,35,60,,,,,,,,,,,,,,16,3
12/17/2019,22,30,53,55,56,,,,,,,,,,,,,,16,2
12/13/2019,17,21,29,39,56,,,,,,,,,,,,,,22,3
12/10/2019,18,31,46,54,61,,,,,,,,,,,,,,25,2
12/6/2019,20,31,40,46,61,,,,,,,,,,,,,,20,5
12/3/2019,23,43,60,63,69,,,,,,,,,,,,,,19,2
11/29/2019,6,8,31,50,65,,,,,,,,,,,,,,9,2
11/26/2019,8,27,29,38,43,,,,,,,,,,,,,,13,2
11/22/2019,7,12,17,49,53,,,,,,,,,,,,,,24,4
11/19/2019,22,43,44,47,66,,,,,,,,,,,,,,22,3
11/15/2019,12,19,34,35,68,,,,,,,,,,,,,,20,2
11/12/2019,19,30,44,56,65,,,,,,,,,,,,,,24,2
11/8/2019,3,4,10,39,58,,,,,,,,,,,,,,14,3
11/5/2019,2,9,24,49,54,,,,,,,,,,,,,,19,3
11/1/2019,9,20,36,41,54,,,,,,,,,,,,,,22,2
10/29/2019,4,9,17,27,39,,,,,,,,,,,,,,22,2
10/25/2019,16,24,25,52,60,,,,,,,,,,,,,,6,3
10/22/2019,5,11,14,23,25,,,,,,,,,,,,,,10,4
10/18/2019,18,58,60,65,67,,,,,,,,,,,,,,20,3
10/15/2019,4,12,14,35,70,,,,,,,,,,,,,,2,2
10/11/2019,14,22,30,37,60,,,,,,,,,,,,,,8,3
10/8/2019,5,8,10,17,48,,,,,,,,,,,,,,23,3
10/4/2019,11,38,44,48,70,,,,,,,,,,,,,,17,2
10/1/2019,10,17,39,42,59,,,,,,,,,,,,,,3,2
9/27/2019,12,20,31,43,45,,,,,,,,,,,,,,20,3
9/24/2019,6,14,24,42,46,,,,,,,,,,,,,,9,4
9/20/2019,23,24,42,48,53,,,,,,,,,,,,,,22,2
9/17/2019,12,15,30,50,65,,,,,,,,,,,,,,1,4
9/13/2019,6,16,37,59,62,,,,,,,,,,,,,,5,2
9/10/2019,34,47,48,50,55,,,,,,,,,,,,,,24,2
9/6/2019,4,11,13,19,31,,,,,,,,,,,,,,10,4
9/3/2019,13,20,27,61,62,,,,,,,,,,,,,,5,2
8/30/2019,3,9,11,34,39,,,,,,,,,,,,,,10,4
8/27/2019,8,12,23,39,43,,,,,,,,,,,,,,6,2
8/23/2019,11,15,37,54,68,,,,,,,,,,,,,,21,2
8/20/2019,8,14,25,51,63,,,,,,,,,,,,,,4,3
8/16/2019,4,14,24,26,46,,,,,,,,,,,,,,14,2
8/13/2019,7,27,31,34,51,,,,,,,,,,,,,,5,3
8/9/2019,15,53,56,59,63,,,,,,,,,,,,,,1,2
8/6/2019,11,17,31,43,55,,,,,,,,,,,,,,16,2
8/2/2019,11,20,26,48,70,,,,,,,,,,,,,,19,2
7/30/2019,10,24,28,33,38,,,,,,,,,,,,,,6,3
7/26/2019,4,6,11,43,48,,,,,,,,,,,,,,11,3
7/23/2019,1,4,23,40,45,,,,,,,,,,,,,,11,2
7/19/2019,16,18,28,33,67,,,,,,,,,,,,,,14,3
7/16/2019,8,16,31,48,52,,,,,,,,,,,,,,23,3
7/12/2019,8,25,38,56,59,,,,,,,,,,,,,,7,2
7/9/2019,12,26,40,48,64,,,,,,,,,,,,,,1,2
7/5/2019,6,38,47,57,63,,,,,,,,,,,,,,12,2
7/2/2019,3,25,37,40,55,,,,,,,,,,,,,,13,2
6/28/2019,2,35,49,53,63,,,,,,,,,,,,,,1,2
6/25/2019,24,33,45,47,61,,,,,,,,,,,,,,17,3
6/21/2019,13,30,36,48,62,,,,,,,,,,,,,,18,3
6/18/2019,12,14,22,24,48,,,,,,,,,,,,,,21,2
6/14/2019,19,40,47,57,65,,,,,,,,,,,,,,6,2
6/11/2019,20,34,39,43,57,,,,,,,,,,,,,,13,3
6/7/2019,17,19,27,40,68,,,,,,,,,,,,,,2,3
6/4/2019,25,37,46,48,68,,,,,,,,,,,,,,25,2
5/31/2019,7,8,26,65,67,,,,,,,,,,,,,,4,3
5/28/2019,9,21,34,42,50,,,,,,,,,,,,,,21,2
5/24/2019,14,41,44,56,62,,,,,,,,,,,,,,10,2
5/21/2019,10,50,55,56,58,,,,,,,,,,,,,,15,5
5/17/2019,5,17,28,32,63,,,,,,,,,,,,,,11,3
5/14/2019,11,59,66,67,68,,,,,,,,,,,,,,18,4
5/10/2019,3,16,21,61,62,,,,,,,,,,,,,,19,2
5/7/2019,3,6,34,54,63,,,,,,,,,,,,,,19,3
5/3/2019,8,16,22,66,68,,,,,,,,,,,,,,11,2
4/30/2019,24,37,41,61,70,,,,,,,,,,,,,,20,3
4/26/2019,9,17,23,30,46,,,,,,,,,,,,,,10,4
4/23/2019,7,24,30,48,67,,,,,,,,,,,,,,9,4
4/19/2019,18,25,43,44,57,,,,,,,,,,,,,,25,4
4/16/2019,11,29,34,48,54,,,,,,,,,,,,,,10,2
4/12/2019,1,24,25,40,70,,,,,,,,,,,,,,4,2
4/9/2019,11,22,34,44,58,,,,,,,,,,,,,,9,2
4/5/2019,8,22,24,38,64,,,,,,,,,,,,,,21,2
4/2/2019,33,47,58,59,64,,,,,,,,,,,,,,25,3
3/29/2019,5,14,15,62,66,,,,,,,,,,,,,,3,3
3/26/2019,4,14,22,43,58,,,,,,,,,,,,,,9,3
3/22/2019,7,36,58,60,62,,,,,,,,,,,,,,10,3
3/19/2019,10,42,53,67,68,,,,,,,,,,,,,,15,3
3/15/2019,3,29,56,62,64,,,,,,,,,,,,,,4,3
3/12/2019,10,12,16,49,57,,,,,,,,,,,,,,18,4
3/8/2019,4,9,42,62,68,,,,,,,,,,,,,,7,4
3/5/2019,15,20,32,37,52,,,,,,,,,,,,,,6,3
3/1/2019,29,33,39,60,66,,,,,,,,,,,,,,21,2
2/26/2019,10,12,14,24,60,,,,,,,,,,,,,,20,3
2/22/2019,18,24,31,34,55,,,,,,,,,,,,,,4,4
2/19/2019,17,24,34,56,65,,,,,,,,,,,,,,3,2
2/15/2019,10,38,40,43,65,,,,,,,,,,,,,,12,2
2/12/2019,15,32,39,50,65,,,,,,,,,,,,,,7,3
2/8/2019,14,24,31,42,48,,,,,,,,,,,,,,13,3
2/5/2019,3,34,36,59,66,,,,,,,,,,,,,,7,2
2/1/2019,2,37,48,66,68,,,,,,,,,,,,,,11,5
1/29/2019,10,33,53,54,62,,,,,,,,,,,,,,22,2
1/25/2019,8,16,30,38,61,,,,,,,,,,,,,,10,2
1/22/2019,4,15,37,59,64,,,,,,,,,,,,,,16,5
1/18/2019,2,43,48,62,64,,,,,,,,,,,,,,24,3
1/15/2019,29,52,58,60,62,,,,,,,,,,,,,,7,2
1/11/2019,4,5,31,62,69,,,,,,,,,,,,,,20,3
1/8/2019,13,26,29,38,64,,,,,,,,,,,,,,5,5
1/4/2019,21,29,35,54,60,,,,,,,,,,,,,,15,4
1/1/2019,34,44,57,62,70,,,,,,,,,,,,,,14,4
12/28/2018,9,10,25,37,38,,,,,,,,,,,,,,21,2
12/25/2018,2,8,42,43,50,,,,,,,,,,,,,,6,3
12/21/2018,10,13,61,62,70,,,,,,,,,,,,,,5,3
12/18/2018,13,22,32,60,69,,,,,,,,,,,,,,9,3
12/14/2018,5,22,26,43,49,,,,,,,,,,,,,,23,4
12/11/2018,4,38,39,54,59,,,,,,,,,,,,,,12,2
12/7/2018,4,10,20,33,57,,,,,,,,,,,,,,13,3
12/4/2018,28,31,41,42,50,,,,,,,,,,,,,,4,3
11/30/2018,25,28,40,43,63,,,,,,,,,,,,,,19,3
11/27/2018,12,24,37,42,57,,,,,,,,,,,,,,18,4
11/23/2018,7,10,30,33,59,,,,,,,,,,,,,,23,4
11/20/2018,10,16,31,42,66,,,,,,,,,,,,,,10,3
11/16/2018,33,36,63,68,69,,,,,,,,,,,,,,16,3
11/13/2018,34,46,57,65,69,,,,,,,,,,,,,,11,3
11/9/2018,8,14,27,57,67,,,,,,,,,,,,,,5,4
11/6/2018,28,34,37,56,69,,,,,,,,,,,,,,12,2
11/2/2018,3,23,28,46,62,,,,,,,,,,,,,,16,2
10/30/2018,20,31,39,46,49,,,,,,,,,,,,,,23,2
10/26/2018,1,28,61,62,63,,,,,,,,,,,,,,5,4
10/23/2018,5,28,62,65,70,,,,,,,,,,,,,,5,3
10/19/2018,15,23,53,65,70,,,,,,,,,,,,,,7,2
10/16/2018,3,45,49,61,69,,,,,,,,,,,,,,9,5
10/12/2018,4,24,46,61,70,,,,,,,,,,,,,,7,3
10/9/2018,20,22,39,54,60,,,,,,,,,,,,,,18,3
10/5/2018,27,28,32,41,69,,,,,,,,,,,,,,12,2
10/2/2018,2,22,29,31,34,,,,,,,,,,,,,,1,3
9/28/2018,39,45,52,56,59,,,,,,,,,,,,,,15,3
9/25/2018,8,16,32,48,61,,,,,,,,,,,,,,12,2
9/21/2018,1,2,11,52,64,,,,,,,,,,,,,,9,4
9/18/2018,31,32,43,63,68,,,,,,,,,,,,,,17,2
9/14/2018,23,30,40,43,66,,,,,,,,,,,,,,13,4
9/11/2018,15,30,51,62,67,,,,,,,,,,,,,,19,2
9/7/2018,8,10,41,54,68,,,,,,,,,,,,,,10,2
9/4/2018,2,7,25,35,44,,,,,,,,,,,,,,3,3
8/31/2018,7,18,29,32,45,,,,,,,,,,,,,,17,3
8/28/2018,3,20,33,34,41,,,,,,,,,,,,,,20,3
8/24/2018,1,6,13,18,49,,,,,,,,,,,,,,8,2
8/21/2018,14,16,19,38,57,,,,,,,,,,,,,,11,3
8/17/2018,1,31,32,47,56,,,,,,,,,,,,,,3,2
8/14/2018,11,26,44,45,46,,,,,,,,,,,,,,11,2
8/10/2018,1,3,12,22,42,,,,,,,,,,,,,,6,5
8/7/2018,2,13,15,21,62,,,,,,,,,,,,,,2,5
8/3/2018,9,28,30,54,60,,,,,,,,,,,,,,2,2
7/31/2018,12,15,35,64,69,,,,,,,,,,,,,,9,2
7/27/2018,1,32,40,49,63,,,,,,,,,,,,,,20,3
7/24/2018,1,2,4,19,29,,,,,,,,,,,,,,20,3
7/20/2018,1,14,30,44,62,,,,,,,,,,,,,,1,2
7/17/2018,40,41,61,66,67,,,,,,,,,,,,,,12,5
7/13/2018,21,22,39,59,68,,,,,,,,,,,,,,2,2
7/10/2018,1,17,28,56,70,,,,,,,,,,,,,,14,3
7/6/2018,2,10,46,50,56,,,,,,,,,,,,,,16,3
7/3/2018,13,35,45,49,68,,,,,,,,,,,,,,23,2
6/29/2018,2,32,47,49,68,,,,,,,,,,,,,,23,4
6/26/2018,17,25,29,39,60,,,,,,,,,,,,,,19,2
6/22/2018,2,6,11,27,44,,,,,,,,,,,,,,20,2
6/19/2018,11,13,28,65,70,,,,,,,,,,,,,,14,3
6/15/2018,1,11,37,47,51,,,,,,,,,,,,,,6,2
6/12/2018,1,3,5,8,70,,,,,,,,,,,,,,3,2
6/8/2018,14,30,33,44,56,,,,,,,,,,,,,,13,2
6/5/2018,22,33,41,48,52,,,,,,,,,,,,,,4,2
6/1/2018,5,24,52,62,66,,,,,,,,,,,,,,17,3
5/29/2018,2,11,55,58,67,,,,,,,,,,,,,,2,3
5/25/2018,11,14,51,64,68,,,,,,,,,,,,,,25,4
5/22/2018,16,17,21,36,48,,,,,,,,,,,,,,9,3
5/18/2018,9,26,53,64,66,,,,,,,,,,,,,,11,2
5/15/2018,21,34,44,49,61,,,,,,,,,,,,,,21,2
5/11/2018,14,38,40,53,70,,,,,,,,,,,,,,22,3
5/8/2018,8,15,39,64,67,,,,,,,,,,,,,,13,2
5/4/2018,4,5,10,12,18,,,,,,,,,,,,,,21,4
5/1/2018,2,7,20,55,70,,,,,,,,,,,,,,1,4
4/27/2018,2,29,38,63,66,,,,,,,,,,,,,,11,2
4/24/2018,3,19,31,32,48,,,,,,,,,,,,,,10,3
4/20/2018,1,15,18,32,45,,,,,,,,,,,,,,4,2
4/17/2018,12,34,44,47,65,,,,,,,,,,,,,,22,4
4/13/2018,8,9,32,42,59,,,,,,,,,,,,,,10,4
4/10/2018,5,13,31,43,53,,,,,,,,,,,,,,20,2
4/6/2018,16,33,51,54,67,,,,,,,,,,,,,,20,4
4/3/2018,4,29,39,42,62,,,,,,,,,,,,,,14,2
3/30/2018,11,28,31,46,59,,,,,,,,,,,,,,1,3
3/27/2018,7,25,43,56,59,,,,,,,,,,,,,,13,3
3/23/2018,4,8,23,53,59,,,,,,,,,,,,,,17,3
3/20/2018,14,38,51,64,70,,,,,,,,,,,,,,9,3
3/16/2018,1,13,26,33,52,,,,,,,,,,,,,,11,3
3/13/2018,6,30,58,60,61,,,,,,,,,,,,,,17,5
3/9/2018,7,17,18,46,66,,,,,,,,,,,,,,22,4
3/6/2018,1,4,26,35,39,,,,,,,,,,,,,,22,5
3/2/2018,24,28,42,60,64,,,,,,,,,,,,,,8,4
2/27/2018,10,17,21,38,43,,,,,,,,,,,,,,23,3
2/23/2018,7,11,13,19,58,,,,,,,,,,,,,,9,4
2/20/2018,17,19,23,24,43,,,,,,,,,,,,,,14,3
2/16/2018,14,38,48,53,58,,,,,,,,,,,,,,16,3
2/13/2018,5,12,15,46,49,,,,,,,,,,,,,,1,4
2/9/2018,28,34,41,46,47,,,,,,,,,,,,,,14,3
2/6/2018,14,17,25,48,58,,,,,,,,,,,,,,25,3
2/2/2018,1,4,14,17,40,,,,,,,,,,,,,,4,3
1/30/2018,29,41,42,49,57,,,,,,,,,,,,,,24,3
1/26/2018,10,16,27,38,43,,,,,,,,,,,,,,1,4
1/23/2018,2,6,30,31,55,,,,,,,,,,,,,,7,4
1/19/2018,3,17,23,49,66,,,,,,,,,,,,,,23,3
1/16/2018,3,11,23,29,59,,,,,,,,,,,,,,18,3
1/12/2018,17,18,33,46,60,,,,,,,,,,,,,,24,4
1/9/2018,16,29,31,65,67,,,,,,,,,,,,,,23,3
1/5/2018,28,30,39,59,70,,,,,,,,,,,,,,10,3
1/2/2018,1,42,47,64,70,,,,,,,,,,,,,,22,4
12/29/2017,4,10,18,28,62,,,,,,,,,,,,,,7,2
12/26/2017,10,12,20,38,41,,,,,,,,,,,,,,25,4
12/22/2017,1,20,30,33,42,,,,,,,,,,,,,,16,4
12/19/2017,28,37,39,42,58,,,,,,,,,,,,,,2,3
12/15/2017,4,12,36,44,57,,,,,,,,,,,,,,19,4
12/12/2017,8,23,24,25,27,,,,,,,,,,,,,,9,2
12/8/2017,6,37,46,60,70,,,,,,,,,,,,,,24,2
12/5/2017,14,15,37,42,67,,,,,,,,,,,,,,22,4
12/1/2017,16,22,40,41,59,,,,,,,,,,,,,,8,4
11/28/2017,10,17,47,51,61,,,,,,,,,,,,,,5,2
11/24/2017,16,36,54,61,64,,,,,,,,,,,,,,22,3
11/21/2017,3,7,22,27,50,,,,,,,,,,,,,,3,3
11/17/2017,3,26,55,58,70,,,,,,,,,,,,,,15,4
11/14/2017,1,14,21,22,28,,,,,,,,,,,,,,19,3
11/10/2017,6,23,38,42,58,,,,,,,,,,,,,,24,2
11/7/2017,1,54,60,68,69,,,,,,,,,,,,,,11,4
11/3/2017,10,22,42,61,69,,,,,,,,,,,,,,3,2
10/31/2017,6,28,31,52,53,,,,,,,,,,,,,,12,4
